,Latitude ,Longitude,City,Alcohol Places,Places of Worship,Places to shop,Food Places,Public Transport Places,Doctors,Public Places,Police Station,University ,Schools ,Banks,Night Clubs
201,40.75447024,-73.98180122,New York City,34,19,252,100,49,80,147,2,15,20,40,20
202,40.75833103,-73.98180122,New York City,27,16,227,100,45,80,153,0,10,20,40,20
203,40.76219182,-73.98180122,New York City,34,16,211,100,47,82,139,1,8,20,40,20
204,40.76605261,-73.98180122,New York City,33,17,201,89,45,84,109,2,5,20,40,20
205,40.7699134,-73.98180122,New York City,27,17,167,71,43,82,98,1,20,20,33,9
206,40.77377419,-73.98180122,New York City,24,24,134,77,41,72,92,1,20,20,32,4
207,40.77763498,-73.98180122,New York City,29,27,171,90,43,76,84,1,2,20,38,3
208,40.78149577,-73.98180122,New York City,33,28,162,80,42,73,79,0,0,20,36,3
209,40.78535656,-73.98180122,New York City,28,27,134,62,41,73,62,0,0,20,18,2
210,40.78921735,-73.98180122,New York City,5,16,77,22,40,41,31,0,0,14,11,0
211,40.79307814,-73.98180122,New York City,1,7,25,0,21,24,9,0,0,5,1,0
212,40.79693893,-73.98180122,New York City,0,0,0,0,3,0,2,0,0,0,0,0
213,40.80079972,-73.98180122,New York City,0,0,0,0,0,0,0,0,0,0,0,0
214,40.67339365,-73.975951,New York City,18,15,83,45,36,67,27,0,0,20,21,1
215,40.67725444,-73.975951,New York City,28,19,111,64,43,61,37,1,0,20,30,4
216,40.68111523,-73.975951,New York City,26,21,138,68,46,48,52,1,0,20,28,3
217,40.68497602,-73.975951,New York City,30,19,141,68,47,51,63,1,0,20,27,6
218,40.68883681,-73.975951,New York City,24,9,119,51,46,59,57,0,11,19,27,6
219,40.6926976,-73.975951,New York City,7,10,76,34,38,50,18,1,10,20,12,1
220,40.69655839,-73.975951,New York City,1,4,86,21,40,27,17,1,0,19,10,1
221,40.70041918,-73.975951,New York City,1,1,85,8,36,5,14,0,0,8,4,1
222,40.70427997,-73.975951,New York City,1,0,42,3,0,1,6,0,0,0,0,0
223,40.70814076,-73.975951,New York City,0,3,0,0,3,0,2,0,0,0,0,0
224,40.71200155,-73.975951,New York City,0,13,27,1,24,23,8,0,0,3,1,0
225,40.71586234,-73.975951,New York City,0,13,34,4,31,25,19,0,0,12,2,0
226,40.71972313,-73.975951,New York City,6,15,59,13,37,31,29,0,0,15,11,3
227,40.72358392,-73.975951,New York City,25,20,73,28,40,35,43,0,0,20,17,8
228,40.72744471,-73.975951,New York City,27,12,71,33,40,31,45,0,0,10,11,5
229,40.7313055,-73.975951,New York City,24,3,64,39,40,39,32,0,0,9,8,1
230,40.73516629,-73.975951,New York City,7,3,80,40,40,81,44,0,5,18,27,1
231,40.73902708,-73.975951,New York City,20,8,104,46,40,80,69,0,7,20,32,2
232,40.74288787,-73.975951,New York City,28,19,126,69,40,85,81,0,20,20,29,10
233,40.74674866,-73.975951,New York City,31,22,177,85,40,89,102,0,20,18,40,14
234,40.75060945,-73.975951,New York City,37,19,219,97,43,84,143,1,19,20,40,14
235,40.75447024,-73.975951,New York City,35,16,237,100,44,82,149,1,20,20,40,15
236,40.75833103,-73.975951,New York City,31,17,234,100,43,80,139,1,16,20,40,20
237,40.76219182,-73.975951,New York City,31,15,216,93,44,80,138,0,14,20,40,20
238,40.76605261,-73.975951,New York City,28,14,177,83,43,74,99,0,10,17,40,14
239,40.7699134,-73.975951,New York City,5,6,43,25,36,53,54,1,0,7,4,2
240,40.77377419,-73.975951,New York City,17,16,79,58,40,56,43,0,2,14,5,3
241,40.77763498,-73.975951,New York City,26,16,123,69,41,64,65,0,2,20,22,2
242,40.78149577,-73.975951,New York City,33,20,142,76,42,71,87,1,3,20,27,2
243,40.78535656,-73.975951,New York City,35,29,160,80,42,92,95,1,1,20,32,2
244,40.78921735,-73.975951,New York City,29,37,148,84,41,88,81,0,1,20,32,1
245,40.79307814,-73.975951,New York City,25,31,116,67,41,66,60,0,2,20,32,4
246,40.79693893,-73.975951,New York City,10,9,74,37,39,39,34,0,1,15,20,1
247,40.80079972,-73.975951,New York City,0,4,21,2,15,26,9,0,0,5,0,0
248,40.80466051,-73.975951,New York City,0,0,0,1,0,0,2,0,0,0,0,0
